"","idx","name","selected","f[(1)](id, age)","f[(2)](age)","f[(3)](diseaseAge)","f[(4)](sex, age)","f[(5)](group)","noise","max(Rhat)","n","N","N_cases","flag","N_b05","N_b02","NA"
"1424",1424,"Q9GZP0","f[(1)](id, age), f[(5)](group), f[(4)](sex, age)",0.651,0.02,0.015,0.034,0.089,0.191,1.003,99,11,5,0,3,3,0
"1425",1425,"Q9GZP4","f[(2)](age), f[(1)](id, age)",0.208,0.372,0.007,0.003,0.001,0.408,1.002,162,18,8,0,2,8,0
"1426",1426,"Q9GZT8","f[(1)](id, age), f[(4)](sex, age), f[(3)](diseaseAge)",0.527,0.005,0.052,0.073,0.002,0.341,1.002,189,21,11,0,3,4,0
"1427",1427,"Q9GZX9","f[(5)](group), f[(1)](id, age), f[(3)](diseaseAge)",0.118,0.036,0.077,0.009,0.129,0.631,1.003,144,16,6,0,2,2,0
"1428",1428,"Q9H0X4","f[(1)](id, age), f[(4)](sex, age), f[(2)](age)",0.405,0.036,0.007,0.052,0.016,0.484,1.004,171,19,11,0,2,11,0
"1429",1429,"Q9H1U4","f[(1)](id, age)",0.676,0.001,0.005,0.007,0.016,0.296,1.002,189,21,11,0,5,11,0
"1430",1430,"Q9H2G2","f[(1)](id, age), f[(2)](age)",0.325,0.139,0.004,0.033,0.001,0.498,1.004,153,17,9,0,1,9,0
"1431",1431,"Q9H4A4","f[(1)](id, age), f[(3)](diseaseAge)",0.35,0.029,0.22,0.002,0.017,0.381,1.002,189,21,11,0,3,4,0
"1432",1432,"Q9H4A9","f[(1)](id, age), f[(2)](age)",0.456,0.158,0.01,0.01,0.002,0.364,1.002,189,21,11,0,2,11,0
"1433",1433,"Q9H4B7","f[(1)](id, age), f[(2)](age)",0.326,0.106,0.022,0.01,0.001,0.535,1.002,189,21,11,0,3,7,0
"1434",1434,"Q9H4G4","f[(1)](id, age), f[(2)](age)",0.555,0.107,0.003,0.023,0.001,0.311,1.003,189,21,11,0,2,11,0
"1435",1435,"Q9H6X2","f[(1)](id, age), f[(2)](age)",0.286,0.074,0.003,0.011,0.003,0.623,1.003,189,21,11,0,1,11,0
"1436",1436,"Q9H8L6","f[(1)](id, age)",0.486,0.001,0.003,0.012,0.014,0.483,1.002,189,21,11,0,4,11,0
"1437",1437,"Q9H939","f[(1)](id, age), f[(2)](age)",0.27,0.039,0.004,0.006,0.002,0.68,1.001,177,20,11,0,1,11,0
"1438",1438,"Q9H9K5","f[(1)](id, age)",0.654,0.004,0.005,0.005,0.021,0.312,1.002,99,11,9,0,1,9,0
"1439",1439,"Q9HAT2","f[(1)](id, age), f[(4)](sex, age), f[(5)](group)",0.281,0.011,0.009,0.11,0.039,0.55,1.002,126,14,6,0,2,5,0
"1440",1440,"Q9HBI1","f[(2)](age), f[(1)](id, age)",0.077,0.145,0.013,0.012,0.002,0.752,1.005,189,21,11,0,3,10,0
"1441",1441,"Q9HBR0","f[(1)](id, age), f[(2)](age)",0.31,0.173,0.004,0.004,0.012,0.497,1.005,189,21,11,0,2,11,0
"1442",1442,"Q9HBW1","f[(1)](id, age), f[(2)](age), f[(3)](diseaseAge)",0.305,0.132,0.095,0.01,0.004,0.454,1.002,126,14,10,0,7,7,0
"1443",1443,"Q9HBW9","f[(1)](id, age), f[(5)](group)",0.782,0.001,0.001,0.001,0.142,0.074,1.002,189,21,11,0,2,11,0
"1444",1444,"Q9HCB6","f[(2)](age), f[(1)](id, age), f[(4)](sex, age)",0.166,0.286,0.004,0.05,0.011,0.483,1.003,189,21,11,0,0,11,0
"1445",1445,"Q9HCL0","f[(1)](id, age), f[(2)](age)",0.321,0.262,0.007,0.008,0.004,0.398,1.002,189,21,11,0,6,11,0
"1446",1446,"Q9HCN6","f[(1)](id, age), f[(2)](age)",0.231,0.108,0.004,0.012,0.001,0.646,1.002,189,21,11,0,2,11,0
"1447",1447,"Q9HCU0","f[(1)](id, age), f[(2)](age)",0.458,0.208,0.006,0.001,0.001,0.325,1.002,189,21,11,0,2,11,0
"1448",1448,"Q9NPF0","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.778,0.023,0.018,0.02,0.014,0.148,1.002,153,17,7,0,1,1,0
"1449",1449,"Q9NPG4","f[(1)](id, age), f[(2)](age)",0.379,0.246,0.002,0.002,0.005,0.366,1.003,189,21,11,0,2,11,0
"1450",1450,"Q9NPH3","f[(1)](id, age), f[(2)](age)",0.816,0.056,0.005,0.003,0.003,0.118,1.002,189,21,11,0,4,9,0
"1451",1451,"Q9NPY3","f[(1)](id, age), f[(2)](age)",0.41,0.112,0.008,0.013,0.012,0.445,1.002,189,21,11,0,4,11,0
"1452",1452,"Q9NQ38","f[(1)](id, age), f[(2)](age)",0.226,0.042,0.033,0.005,0.006,0.689,1.002,189,21,11,0,7,8,0
"1453",1453,"Q9NQS3","f[(1)](id, age), f[(2)](age)",0.639,0.036,0.003,0.01,0.002,0.311,1.005,135,15,9,0,3,9,0
"1454",1454,"Q9NR12","f[(1)](id, age), f[(2)](age), f[(5)](group)",0.183,0.063,0.007,0.013,0.04,0.694,1.002,104,12,8,0,0,8,0
"1455",1455,"Q9NR34","f[(1)](id, age), f[(2)](age), f[(5)](group)",0.306,0.038,0.016,0.025,0.037,0.578,1.002,99,11,6,0,1,6,0
"1456",1456,"Q9NR99","f[(1)](id, age)",0.753,0.003,0.001,0.008,0.004,0.231,1.002,180,20,11,0,1,11,0
"1457",1457,"Q9NRB3","f[(1)](id, age), f[(2)](age), f[(3)](diseaseAge)",0.329,0.058,0.047,0.039,0.008,0.519,1.003,106,12,7,0,4,4,0
"1458",1458,"Q9NRN5","f[(1)](id, age)",0.308,0.013,0.006,0.011,0.001,0.662,1.003,189,21,11,0,3,11,0
"1459",1459,"Q9NRR1","f[(1)](id, age), f[(2)](age)",0.613,0.042,0.006,0.014,0.002,0.323,1.002,98,11,7,0,0,7,0
"1460",1460,"Q9NRV9","f[(1)](id, age), f[(2)](age)",0.224,0.167,0.034,0.01,0.003,0.563,1.002,126,14,5,0,3,4,0
"1461",1461,"Q9NS71","f[(1)](id, age), f[(5)](group)",0.557,0.011,0.005,0.002,0.034,0.391,1.002,180,20,11,0,5,11,0
"1462",1462,"Q9NS98","f[(1)](id, age)",0.478,0.002,0.007,0.001,0.001,0.511,1.001,153,17,7,0,2,6,0
"1463",1463,"Q9NSC7","f[(1)](id, age)",0.702,0.01,0.002,0.005,0.016,0.266,1.002,144,16,11,0,0,11,0
"1464",1464,"Q9NT22","f[(2)](age), f[(1)](id, age)",0.243,0.299,0.015,0.02,0.001,0.423,1.003,189,21,11,0,5,10,0
"1465",1465,"Q9NT99","f[(2)](age), f[(1)](id, age)",0.215,0.239,0.008,0.006,0.001,0.532,1.003,180,20,11,0,4,10,0
"1466",1466,"Q9NTN9","f[(1)](id, age)",0.65,0.001,0.003,0.004,0.001,0.343,1.002,153,17,11,0,3,11,0
"1467",1467,"Q9NTU7","f[(1)](id, age), f[(2)](age)",0.352,0.087,0.003,0.039,0.005,0.514,1.003,189,21,11,0,3,11,0
"1468",1468,"Q9NUQ9","f[(1)](id, age)",0.612,0,0.004,0.009,0.018,0.357,1.002,126,14,8,0,2,8,0
"1469",1469,"Q9NWV4","f[(1)](id, age)",0.11,0.023,0.016,0.003,0.004,0.843,1.002,126,14,8,0,2,7,0
"1470",1470,"Q9NY15","f[(1)](id, age)",0.477,0.007,0.002,0.003,0.001,0.509,1.002,189,21,11,0,0,11,0
"1471",1471,"Q9NY97","f[(1)](id, age)",0.342,0.01,0.012,0.004,0.001,0.631,1.002,189,21,11,0,3,11,0
"1472",1472,"Q9NYQ6","f[(1)](id, age), f[(2)](age)",0.422,0.19,0.012,0.003,0.005,0.369,1.002,189,21,11,0,7,10,0
"1473",1473,"Q9NYU2","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.256,0.147,0.009,0.065,0.002,0.522,1.002,189,21,11,0,2,10,0
"1474",1474,"Q9NZ08","f[(1)](id, age)",0.905,0.021,0.001,0.01,0.004,0.059,1.003,189,21,11,0,3,11,0
"1475",1475,"Q9NZK5","f[(1)](id, age)",0.468,0.02,0.005,0.009,0.004,0.494,1.003,189,21,11,0,3,11,0
"1476",1476,"Q9NZP8","f[(1)](id, age), f[(4)](sex, age)",0.448,0.017,0.005,0.035,0.001,0.495,1.002,189,21,11,0,2,11,0
"1477",1477,"Q9P121","f[(2)](age), f[(1)](id, age), f[(3)](diseaseAge)",0.208,0.382,0.031,0.02,0.01,0.349,1.002,189,21,11,0,5,6,0
"1478",1478,"Q9P1F3","f[(2)](age), f[(1)](id, age)",0.106,0.123,0.01,0.007,0.003,0.752,1.003,126,14,5,0,2,5,0
"1479",1479,"Q9P232","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.457,0.188,0.008,0.065,0.006,0.276,1.002,189,21,11,0,5,11,0
"1480",1480,"Q9BTN0","f[(1)](id, age), f[(2)](age)",0.302,0.052,0.005,0.001,0.005,0.633,1.003,189,21,11,0,2,11,0
"1481",1481,"Q9P2B2","f[(1)](id, age), f[(3)](diseaseAge), f[(2)](age)",0.58,0.042,0.125,0.006,0.027,0.22,1.007,162,18,9,0,1,2,0
"1482",1482,"Q9P2X0","f[(1)](id, age)",0.472,0.004,0.002,0.003,0.035,0.484,1.002,189,21,11,0,3,11,0
"1483",1483,"Q9UBG0","f[(1)](id, age), f[(2)](age)",0.319,0.121,0.007,0.005,0.001,0.546,1.002,189,21,11,0,2,11,0
"1484",1484,"Q9UBQ6","f[(1)](id, age), f[(2)](age)",0.391,0.068,0.009,0.017,0.004,0.511,1.003,189,21,11,0,3,11,0
"1485",1485,"Q9UBQ7","f[(1)](id, age), f[(4)](sex, age), f[(2)](age)",0.138,0.048,0.007,0.064,0.006,0.737,1.002,116,13,10,0,0,10,0
"1486",1486,"Q9UBR2","f[(2)](age), f[(1)](id, age), f[(3)](diseaseAge)",0.218,0.24,0.054,0.018,0.003,0.466,1.002,189,21,11,0,5,8,0
"1487",1487,"Q9UBV8","f[(5)](group), f[(1)](id, age)",0.195,0.008,0.008,0.003,0.266,0.519,1.002,171,19,10,0,5,10,0
"1488",1488,"Q9UBX1","f[(1)](id, age), f[(2)](age)",0.507,0.049,0.013,0.004,0.009,0.417,1.004,189,21,11,0,4,11,0
"1489",1489,"Q9UEW3","f[(1)](id, age), f[(2)](age), f[(3)](diseaseAge)",0.342,0.095,0.037,0.024,0.001,0.499,1.006,189,21,11,0,3,8,0
"1490",1490,"Q9UGM5","f[(1)](id, age), f[(2)](age)",0.264,0.13,0.005,0.014,0.004,0.583,1.004,189,21,11,0,4,11,0
"1491",1491,"Q9UGT4","f[(1)](id, age), f[(2)](age)",0.592,0.086,0.006,0.014,0.002,0.301,1.002,189,21,11,0,1,11,0
"1492",1492,"Q9UHG2","f[(1)](id, age), f[(2)](age)",0.315,0.234,0.006,0.006,0,0.438,1.003,171,19,10,0,3,10,0
"1493",1493,"Q9UHG3","f[(1)](id, age), f[(4)](sex, age)",0.383,0.03,0.009,0.101,0.001,0.476,1.002,189,21,11,0,3,11,0
"1494",1494,"Q9UHL4","f[(1)](id, age)",0.287,0.02,0.005,0.002,0.002,0.683,1.002,188,21,11,0,4,11,0
"1495",1495,"Q9UIB8","f[(1)](id, age), f[(5)](group)",0.494,0.018,0.002,0.004,0.026,0.456,1.004,180,20,10,0,1,10,0
"1496",1496,"Q9UIJ7","f[(2)](age), f[(1)](id, age)",0.103,0.138,0.021,0.005,0.003,0.731,1.002,107,12,4,0,2,2,0
"1497",1497,"Q9UIW2","f[(1)](id, age), f[(5)](group), f[(4)](sex, age)",0.267,0.002,0.011,0.041,0.082,0.597,1.005,187,21,11,0,4,10,0
"1498",1498,"Q9UJ14","f[(1)](id, age), f[(3)](diseaseAge)",0.278,0.011,0.053,0.009,0.007,0.643,1.002,144,16,9,0,4,5,0
"1499",1499,"Q9UJC5","f[(2)](age), f[(1)](id, age)",0.053,0.059,0.007,0.016,0.001,0.864,1.003,162,18,9,0,1,9,0
"1500",1500,"Q9UJJ9","f[(1)](id, age), f[(2)](age), f[(5)](group)",0.241,0.066,0.028,0.006,0.032,0.628,1.004,189,21,11,0,4,8,0
"1501",1501,"Q9UJU6","f[(2)](age), f[(1)](id, age)",0.068,0.109,0.008,0.015,0.001,0.798,1.003,189,21,11,0,1,11,0
"1502",1502,"Q9UK05","f[(1)](id, age)",0.891,0.008,0.001,0.013,0.012,0.074,1.013,187,21,11,0,0,11,0
"1503",1503,"Q9UK23","f[(1)](id, age), f[(2)](age)",0.196,0.075,0.022,0.005,0.005,0.697,1.003,189,21,11,0,4,9,0
"1504",1504,"Q9UKU6","f[(2)](age), f[(1)](id, age)",0.271,0.506,0.004,0.004,0.009,0.207,1.003,144,16,7,0,1,7,0
"1505",1505,"Q9UKY7","f[(1)](id, age), f[(2)](age)",0.124,0.103,0.008,0.01,0.004,0.751,1.004,135,15,7,0,2,7,0
"1506",1506,"Q9UKZ9","f[(1)](id, age), f[(2)](age)",0.24,0.037,0.003,0.021,0,0.697,1.003,189,21,11,0,0,11,0
"1507",1507,"Q9ULI3","f[(1)](id, age), f[(2)](age)",0.445,0.037,0.004,0.014,0.013,0.487,1.002,189,21,11,0,2,11,0
"1508",1508,"Q9ULV4","f[(2)](age), f[(1)](id, age)",0.063,0.146,0.005,0.013,0.002,0.771,1.002,189,21,11,0,4,11,0
"1509",1509,"Q9UM47","f[(1)](id, age), f[(5)](group), f[(2)](age)",0.458,0.041,0.026,0.003,0.081,0.39,1.009,189,21,11,0,6,7,0
"1510",1510,"Q9UMX5","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.441,0.14,0.003,0.042,0.018,0.357,1.002,189,21,11,0,2,11,0
"1511",1511,"Q9UN19","f[(1)](id, age), f[(2)](age)",0.084,0.07,0.006,0.041,0.001,0.799,1.003,117,13,7,0,1,7,0
"1512",1512,"Q9UN70","f[(1)](id, age), f[(2)](age)",0.336,0.234,0.014,0.013,0.006,0.397,1.003,189,21,11,0,3,11,0
"1513",1513,"Q9UNF0","f[(1)](id, age), f[(2)](age), f[(4)](sex, age), f[(5)](group)",0.09,0.062,0.017,0.05,0.037,0.744,1.006,189,21,11,0,0,11,0
"1514",1514,"Q9UNN8","f[(1)](id, age), f[(2)](age)",0.601,0.036,0.009,0.021,0.002,0.33,1.002,134,15,5,0,2,4,0
"1515",1515,"Q9UNW1","f[(1)](id, age), f[(5)](group)",0.486,0.022,0.007,0.005,0.033,0.446,1.003,189,21,11,0,4,9,0
"1516",1516,"Q9UNZ2","f[(2)](age), f[(1)](id, age)",0.043,0.092,0.007,0.011,0.001,0.846,1.003,189,21,11,0,1,11,0
"1517",1517,"Q9UP79","f[(1)](id, age), f[(2)](age)",0.61,0.043,0.001,0.003,0.023,0.32,1.004,189,21,11,0,1,11,0
"1518",1518,"Q9UQ52","f[(1)](id, age), f[(2)](age), f[(4)](sex, age), f[(5)](group)",0.282,0.111,0.005,0.098,0.051,0.453,1.002,189,21,11,0,3,11,0
"1519",1519,"Q9UQ80","f[(1)](id, age), f[(2)](age)",0.097,0.066,0.036,0.002,0.004,0.795,1.005,179,20,10,0,4,5,0
"1520",1520,"Q9Y219","f[(1)](id, age), f[(5)](group)",0.354,0.004,0.003,0.004,0.134,0.502,1.002,117,13,5,0,1,5,0
"1521",1521,"Q9Y251","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.179,0.141,0.006,0.048,0.003,0.623,1.003,178,20,11,0,3,11,0
"1522",1522,"Q9Y275","f[(1)](id, age), f[(5)](group)",0.319,0.013,0.006,0.01,0.03,0.623,1.002,126,14,9,0,2,9,0
"1523",1523,"Q9Y279","f[(1)](id, age), f[(2)](age)",0.334,0.128,0.014,0.011,0.001,0.512,1.002,180,20,11,0,5,11,0
"1524",1524,"Q9Y2T3","f[(2)](age), f[(1)](id, age), f[(5)](group)",0.216,0.313,0.006,0.001,0.101,0.363,1.003,189,21,11,0,3,11,0
"1525",1525,"Q9Y3F4","f[(2)](age), f[(1)](id, age)",0.129,0.146,0.012,0.004,0.002,0.707,1.007,189,21,11,0,2,9,0
"1526",1526,"Q9Y490","f[(2)](age), f[(1)](id, age)",0.042,0.132,0.008,0.012,0.001,0.805,1.002,189,21,11,0,3,11,0
"1527",1527,"Q9Y4D7","f[(1)](id, age)",0.55,0.019,0.006,0.006,0.008,0.411,1.002,189,21,11,0,2,10,0
"1528",1528,"Q9Y5C1","f[(1)](id, age)",0.339,0,0.001,0.031,0.002,0.626,1.002,189,21,11,0,0,11,0
"1529",1529,"Q9Y5X9","f[(1)](id, age)",0.711,0.028,0.008,0.002,0.006,0.245,1.001,135,15,6,0,2,6,0
"1530",1530,"Q9Y5Y6","f[(1)](id, age), f[(2)](age)",0.557,0.274,0.003,0.001,0,0.164,1.002,180,20,10,0,3,10,0
"1531",1531,"Q9Y5Y7","f[(1)](id, age), f[(2)](age)",0.494,0.063,0.01,0.005,0.003,0.424,1.002,189,21,11,0,5,11,0
"1532",1532,"Q9Y608","f[(2)](age), f[(3)](diseaseAge)",0.004,0.472,0.032,0.002,0.015,0.475,1.004,144,16,8,0,3,5,0
"1533",1533,"Q9Y646","f[(1)](id, age), f[(2)](age)",0.507,0.105,0.009,0.004,0.011,0.363,1.003,189,21,11,0,4,11,0
"1534",1534,"Q9Y696","f[(1)](id, age), f[(2)](age)",0.169,0.096,0.013,0.018,0.001,0.703,1.003,189,21,11,0,4,10,0
"1535",1535,"Q9Y6N7","f[(1)](id, age), f[(2)](age)",0.394,0.282,0.002,0.004,0.009,0.31,1.004,189,21,11,0,2,11,0
"1536",1536,"Q9Y6R7","f[(1)](id, age), f[(2)](age)",0.583,0.163,0.002,0.01,0.001,0.241,1.001,189,21,11,0,2,11,0
"1537",1537,"Q9Y6W5","f[(1)](id, age), f[(2)](age)",0.1,0.07,0.004,0.014,0.004,0.809,1.002,108,12,6,0,0,6,0
"1538",1538,"Q9Y6Z7","f[(1)](id, age), f[(2)](age)",0.391,0.051,0.003,0.014,0.006,0.536,1.003,189,21,11,0,3,11,0
